INFO 2025-08-04 17:00:33,678 autoreload 10228 13136 Watching for file changes with StatReloader
WARNING 2025-08-07 21:52:21,994 log 13476 11460 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:21,995 basehttp 13476 11460 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:22,001 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
WARNING 2025-08-07 21:52:22,068 log 13476 11184 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:22,069 basehttp 13476 11184 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:22,082 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
INFO 2025-08-07 21:52:25,988 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
WARNING 2025-08-07 21:52:26,042 log 13476 2240 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:26,043 basehttp 13476 2240 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:26,059 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:52:27,981 log 13476 6120 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:27,982 basehttp 13476 6120 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:30,001 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
WARNING 2025-08-07 21:52:30,066 log 13476 14048 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:30,067 basehttp 13476 14048 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:30,075 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:52:33,987 log 13476 10588 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:33,988 basehttp 13476 10588 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:33,996 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
WARNING 2025-08-07 21:52:34,071 log 13476 12140 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:34,073 basehttp 13476 12140 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:34,090 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
INFO 2025-08-07 21:52:37,990 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
INFO 2025-08-07 21:52:38,069 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:52:38,084 log 13476 12964 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:38,086 basehttp 13476 12964 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:52:39,953 log 13476 12088 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:39,954 basehttp 13476 12088 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:52:42,009 log 13476 17276 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:52:42,010 basehttp 13476 17276 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
INFO 2025-08-07 21:52:42,048 basehttp 13476 6420 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
INFO 2025-08-07 21:52:42,060 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
WARNING 2025-08-07 21:52:42,139 log 13476 17196 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:42,140 basehttp 13476 17196 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:42,157 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:52:45,988 log 13476 528 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:45,990 basehttp 13476 528 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:46,008 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
INFO 2025-08-07 21:52:46,087 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:52:46,102 log 13476 11576 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:46,103 basehttp 13476 11576 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:50,010 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
INFO 2025-08-07 21:52:50,131 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:52:50,148 log 13476 10036 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:50,150 basehttp 13476 10036 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:52:52,002 log 13476 17556 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:52,004 basehttp 13476 17556 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:54,012 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
INFO 2025-08-07 21:52:54,139 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:52:54,184 log 13476 10176 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:54,226 basehttp 13476 10176 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:52:58,027 log 13476 4520 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:58,029 basehttp 13476 4520 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:52:58,038 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
INFO 2025-08-07 21:52:58,167 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:52:58,183 log 13476 15868 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:52:58,185 basehttp 13476 15868 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:53:01,998 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
INFO 2025-08-07 21:53:02,073 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:53:02,087 log 13476 10692 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:02,088 basehttp 13476 10692 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:04,011 log 13476 13364 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:04,012 basehttp 13476 13364 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:53:05,995 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
INFO 2025-08-07 21:53:06,068 basehttp 13476 17328 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:53:06,140 log 13476 14384 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:06,141 basehttp 13476 14384 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:09,974 log 13476 17760 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:09,976 basehttp 13476 17760 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:53:09,993 basehttp 13476 17328 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
INFO 2025-08-07 21:53:10,113 basehttp 13476 5300 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:53:10,188 log 13476 1236 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:10,190 basehttp 13476 1236 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:53:14,014 basehttp 13476 5300 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 33080
INFO 2025-08-07 21:53:14,119 basehttp 13476 5300 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:53:14,379 log 13476 18392 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:14,380 basehttp 13476 18392 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:16,021 log 13476 3404 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:16,023 basehttp 13476 3404 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
INFO 2025-08-07 21:53:18,143 basehttp 13476 5300 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 34410
WARNING 2025-08-07 21:53:18,240 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:18,242 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
INFO 2025-08-07 21:53:18,274 basehttp 13476 6084 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
INFO 2025-08-07 21:53:18,317 basehttp 13476 6084 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:53:19,184 log 13476 5476 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:19,186 basehttp 13476 5476 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:20,325 log 13476 6084 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:20,327 basehttp 13476 6084 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:20,999 log 13476 6084 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:21,001 basehttp 13476 6084 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:22,075 log 13476 1140 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:22,077 basehttp 13476 1140 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:22,252 log 13476 6084 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:22,254 basehttp 13476 6084 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
INFO 2025-08-07 21:53:22,976 basehttp 13476 6084 "GET /games/letters/session/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 200 34410
WARNING 2025-08-07 21:53:22,988 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:22,991 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
INFO 2025-08-07 21:53:23,068 basehttp 13476 5300 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:53:24,953 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:24,954 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:24,962 log 13476 5288 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:24,963 basehttp 13476 5288 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:25,081 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:25,084 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:26,988 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:26,990 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:28,002 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:28,003 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:28,051 log 13476 5004 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:28,053 basehttp 13476 5004 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:28,327 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:28,330 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:30,007 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:30,008 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:30,320 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:30,322 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:31,986 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:31,987 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:32,338 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:32,340 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
INFO 2025-08-07 21:53:32,359 basehttp 13476 6084 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:53:32,572 log 13476 4152 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:32,574 basehttp 13476 4152 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:33,414 log 13476 14216 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:33,416 basehttp 13476 14216 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:33,993 log 13476 6084 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:33,994 basehttp 13476 6084 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:34,999 log 13476 6084 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:35,001 basehttp 13476 6084 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:36,004 log 13476 6084 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:36,005 basehttp 13476 6084 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:36,019 log 13476 5300 Bad Request: /games/api/add-contestant/
WARNING 2025-08-07 21:53:36,020 basehttp 13476 5300 "POST /games/api/add-contestant/ HTTP/1.1" 400 235
WARNING 2025-08-07 21:53:36,990 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:36,991 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:37,992 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:37,994 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:38,325 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:38,327 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:38,561 log 13476 10544 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:38,563 basehttp 13476 10544 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:39,099 log 13476 11776 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:39,101 basehttp 13476 11776 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:39,973 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:39,975 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:40,324 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:40,326 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:41,954 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:41,956 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:42,323 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:42,325 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:43,114 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:43,116 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:44,979 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:44,980 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:45,076 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:45,077 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
INFO 2025-08-07 21:53:45,145 views 13476 5300 Scores updated in session 6d337aa2-fd58-417e-a8b9-572c39a513d7: Team1=0, Team2=0
INFO 2025-08-07 21:53:45,156 basehttp 13476 5300 "POST /games/api/update-scores/ HTTP/1.1" 200 187
WARNING 2025-08-07 21:53:45,231 log 13476 10872 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:45,232 basehttp 13476 10872 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:46,241 log 13476 6804 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:46,242 basehttp 13476 6804 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:46,903 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:46,904 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
INFO 2025-08-07 21:53:47,303 basehttp 13476 5300 "GET /games/api/session-state/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 200 1161
WARNING 2025-08-07 21:53:47,990 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:47,992 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:48,322 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:48,323 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:49,993 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:49,995 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:50,954 log 13476 5300 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:50,955 basehttp 13476 5300 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:50,974 log 13476 6084 Bad Request: /games/api/add-contestant/
WARNING 2025-08-07 21:53:50,975 basehttp 13476 6084 "POST /games/api/add-contestant/ HTTP/1.1" 400 235
WARNING 2025-08-07 21:53:51,629 log 13476 6084 Bad Request: /games/api/add-contestant/
WARNING 2025-08-07 21:53:51,630 basehttp 13476 6084 "POST /games/api/add-contestant/ HTTP/1.1" 400 235
WARNING 2025-08-07 21:53:51,809 log 13476 6084 Bad Request: /games/api/add-contestant/
WARNING 2025-08-07 21:53:51,810 basehttp 13476 6084 "POST /games/api/add-contestant/ HTTP/1.1" 400 235
WARNING 2025-08-07 21:53:51,988 log 13476 6084 Not Found: /games/api/check-http-buzz/
WARNING 2025-08-07 21:53:51,989 basehttp 13476 6084 "GET /games/api/check-http-buzz/?session_id=6d337aa2-fd58-417e-a8b9-572c39a513d7 HTTP/1.1" 404 8251
WARNING 2025-08-07 21:53:52,014 log 13476 14976 Not Found: /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/
WARNING 2025-08-07 21:53:52,015 basehttp 13476 14976 "GET /ws/letters/6d337aa2-fd58-417e-a8b9-572c39a513d7/ HTTP/1.1" 404 3273
WARNING 2025-08-07 21:53:52,028 log 13476 5300 Bad Request: /games/api/add-contestant/
WARNING 2025-08-07 21:53:52,030 basehttp 13476 5300 "POST /games/api/add-contestant/ HTTP/1.1" 400 235
WARNING 2025-08-07 21:53:52,224 log 13476 5300 Bad Request: /games/api/add-contestant/
